sample_id,tube_id,volume_in_microliters
69060,279377,400
69060,279129,1000
69060,279381,400
69062,279402,400
69062,279138,1000
69062,279407,400
69062,279404,1000
69062,279410,1000
69062,279240,400
69062,279249,1000
69062,279405,750
69062,279409,1000
69062,279403,1000
69062,279400,60
69062,279245,400
69062,279303,1000
69062,279238,60
69062,279419,250
69062,279141,1000
69062,279242,1000
69062,279300,1000
69062,279246,400
69062,279408,400
69065,279608,1000
69065,279497,1000
69065,279660,60
69065,279540,60
69065,279537,1000
69065,279661,400
69065,279494,1000
69065,279611,1000
69065,279536,400
69065,279667,400
69065,279665,600
69065,279543,1000
69065,279544,700
69065,279671,600
69065,279538,750
69066,279617,1000
69066,279683,600
69066,279672,60
69066,279554,400
69066,279679,400
69066,279673,400
69066,279614,1000
69066,279503,1000
69066,279553,400
69066,279500,1000
69066,279677,600
69066,279551,60
69068,279570,60
69068,279578,400
69068,279702,60
69068,279515,1000
69068,279629,1000
69068,279512,1000
69068,279626,1000
69069,279709,400
69069,279589,400
69069,279719,600
69069,279708,60
69069,279716,400
69069,279582,60
69069,279590,400
69069,279521,1000
69069,279583,400
69069,279713,600
69069,279710,400
69069,279518,1000
69069,279635,1000
69091,280777,1000
69091,280776,400
69091,280775,400
69091,280752,1000
69091,280643,400
69091,280779,1000
69091,280784,1000
69091,280778,1000
69091,280785,1000
69091,280826,350
69091,280782,400
69091,280590,1000
69091,280783,1000
69091,280755,1000
69091,280593,1000
69091,280642,60
69091,280774,60
69092,280661,400
69092,280596,1000
69092,280662,400
69092,280758,1000
69092,280786,60
69092,280660,60
69092,280761,1000
69092,280659,450
69092,280599,1000
69092,280791,550
69092,280797,500
69092,280665,500
69092,280794,400
69093,280605,1000
69093,280805,400
69093,280806,400
69093,280677,450
69093,280668,400
69093,280801,1000
69093,280671,750
69093,280674,400
69093,280767,1000
69093,280804,60
69093,280672,60
69093,280809,950
69093,280764,1000
69101,281386,400
69101,281184,1000
69101,281181,60
69101,281111,1000
69101,281178,1000
69101,281312,1000
69101,281390,700
69101,281309,1000
69101,281114,1000
69101,281183,400
69101,281185,900
69101,281182,400
69101,281379,60
69101,281384,500
69101,281179,900
69101,281380,400
69103,281404,400
69103,281210,1000
69103,282398,700
69103,281201,400
69103,281208,1000
69103,281199,60
69103,281202,1000
69103,281413,1000
69103,281321,1000
69103,281207,400
69103,281414,1000
69103,281324,1000
69103,281403,60
69103,282156,750
69103,281411,400
69103,282157,650
69103,281126,1000
69103,281203,1000
69103,282399,500
69103,281123,1000
69103,281204,1000
69103,281209,1000
69104,281330,1000
69104,281422,400
69104,281327,1000
69104,281421,60
69104,281416,400
69104,281214,1000
69104,281426,200
69104,281129,1000
69104,281211,60
69104,281213,400
69104,281417,400
69104,281132,1000
69104,281212,400
69104,281215,550
69104,281221,950
69104,281220,1000
69105,281336,1000
69105,282401,750
69105,281333,1000
69105,281437,1000
69105,282159,450
69105,281228,1000
69105,281227,1000
69105,281435,400
69105,281229,60
69105,282400,700
69105,281427,60
69105,281234,1000
69105,281434,400
69105,281233,1000
69105,281232,1000
69105,282158,700
69105,281230,400
69105,281138,1000
69105,281432,1000
69105,281135,1000
69105,281226,1000
69105,281224,400
69106,281445,60
69106,281245,1000
69106,281144,1000
69106,281443,1000
69106,281441,400
69106,281240,1000
69106,281444,1000
69106,282402,750
69106,281339,1000
69106,281246,1000
69106,281447,400
69106,281342,1000
69106,282161,650
69106,281238,1000
69106,282160,600
69106,281141,1000
69106,281244,1000
69106,281242,400
69106,281446,400
69106,281239,1000
69106,281235,60
69106,281237,400
69107,281458,400
69107,281345,1000
69107,281247,60
69107,281453,400
69107,281248,400
69107,281257,750
69107,281251,1050
69107,281250,1000
69107,281456,60
69107,281348,1000
69107,281147,1000
69107,281459,400
69107,281150,1000
69107,281255,400
69107,281256,1000
69109,281357,1000
69109,281281,1000
69109,281486,1000
69109,281273,400
69109,281280,1000
69109,282404,750
69109,281360,1000
69109,281476,400
69109,281159,1000
69109,281483,400
69109,281272,400
69109,281482,400
69109,281485,1000
69109,281480,1000
69109,281162,1000
69109,282162,750
69109,281274,1000
69109,281276,1000
69109,281275,1000
69109,282163,800
69109,281277,60
69109,281481,60
69109,281282,1000
69110,281292,1000
69110,282165,800
69110,281291,400
69110,282164,550
69110,281366,1000
69110,281491,1000
69110,282409,1000
69110,281168,1000
69110,281489,400
69110,281288,1000
69110,281293,1000
69110,281363,1000
69110,281284,400
69110,281289,60
69110,281496,1000
69110,281494,400
69110,281498,1000
69110,281487,60
69110,281286,1000
69110,281165,1000
69110,281488,400
69110,281287,1000
69110,281294,1000
69110,282410,200
69112,282391,600
69112,281519,400
69112,281516,1000
69112,281598,1000
69112,281514,1000
69112,282411,900
69112,281521,1000
69112,281375,1000
69112,281518,400
69112,281590,400
69112,281528,1000
69112,281591,400
69112,281592,1000
69112,281512,400
69112,281599,1000
69112,281511,60
69112,281525,1000
69112,281589,60
69112,281378,1000
69113,281795,400
69113,281531,1000
69113,281793,60
69113,281610,1000
69113,281801,400
69113,281601,60
69113,281723,1000
69113,281794,400
69113,281611,300
69113,281608,400
69113,281534,1000
69113,281602,400
69113,281609,400
69113,281604,1000
69113,281726,1000
69115,281633,400
69115,281546,1000
69115,281828,500
69115,281735,1000
69115,281625,60
69115,281738,1000
69115,281632,400
69115,281628,1000
69115,281818,400
69115,281627,400
69115,281634,1000
69115,281543,1000
69115,281823,60
69115,281819,400
69116,281641,1000
69116,281744,1000
69116,281648,1000
69116,281645,400
69116,281643,60
69116,281552,1000
69116,281647,1000
69116,281836,400
69116,282395,400
69116,281642,1000
69116,281549,1000
69116,281646,1000
69116,281831,400
69116,281640,1000
69116,281644,400
69116,281832,1000
69116,281638,400
69116,281835,60
69116,281839,1000
69116,282153,500
69116,281741,1000
69117,281658,1000
69117,281659,1000
69117,281747,1000
69117,281652,1000
69117,281843,400
69117,281656,400
69117,282397,700
69117,281657,400
69117,281660,1000
69117,281750,1000
69117,281846,1000
69117,281845,1000
69117,282154,500
69117,281654,1000
69117,281842,400
69117,281558,1000
69117,281649,60
69117,281848,400
69117,281841,60
69117,281653,1000
69117,281555,1000
69117,281651,400
69119,281673,60
69119,281870,1000
69119,281570,1000
69119,281567,1000
69119,281873,400
69119,281684,800
69119,281867,400
69119,281865,60
69119,281759,1000
69119,281674,400
69119,281678,750
69119,281680,400
69119,281868,1000
69120,281576,1000
69120,281688,1000
69120,281888,750
69120,281884,400
69120,281685,60
69120,281689,1000
69120,281573,1000
69120,281696,450
69120,281687,400
69120,281690,750
69120,281882,750
69120,281768,1000
69120,281885,400
69120,281765,1000
69120,281695,1000
69120,281693,400
69120,281692,400
69120,281883,60
69120,281694,1000
69121,281582,1000
69121,281894,850
69121,281699,400
69121,281774,1000
69121,281771,1000
69121,281705,400
69121,281702,800
69121,281895,60
69121,281897,400
69121,281579,1000
69121,281900,750
69121,281891,400
69121,281708,700
69122,281588,1000
69122,281715,60
69122,281907,60
69122,281780,1000
69122,281902,400
69122,281717,400
69122,281712,1000
69122,281585,1000
69122,281710,400
69122,281718,1000
69122,281777,1000
69122,281711,400
69122,281903,400
69123,282016,400
69123,281913,60
69123,281786,1000
69123,282015,60
69123,282018,1000
69123,281918,650
69123,282010,400
69123,282012,1000
69123,281783,1000
69123,281915,400
69123,281939,1000
69123,281942,1000
69123,281921,400
69123,281924,550
69123,282011,400
69123,282019,400
69124,281792,1000
69124,281945,1000
69124,282032,800
69124,282028,400
69124,282027,60
69124,281789,1000
69124,281948,1000
69124,281932,400
69124,281925,60
69124,281927,400
69125,282273,400
69125,282186,1000
69125,282272,400
69125,282282,250
69125,282033,60
69125,282041,400
69125,282040,400
69125,282279,400
69125,281954,1000
69125,282277,60
69125,282034,400
69125,281951,1000
69125,282183,1000
69126,282048,1000
69126,282046,400
69126,282284,400
69126,282288,850
69126,281960,1000
69126,282049,1000
69126,282189,1000
69126,282294,500
69126,282055,1000
69126,282054,1000
69126,282050,550
69126,282290,400
69126,282056,500
69126,281957,1000
69126,282289,60
69126,282053,400
69126,282051,60
69126,282192,1000
69127,282064,400
69127,282295,60
69127,282059,400
69127,282061,1000
69127,281966,1000
69127,282195,1000
69127,282063,60
69127,282297,400
69127,282060,1000
69127,282062,900
69127,282068,850
69127,282067,1000
69127,282300,750
69127,282306,1000
69127,282066,1000
69127,282303,400
69127,282198,1000
69127,281963,1000
69128,282071,400
69128,282204,1000
69128,282313,60
69128,282314,400
69128,282077,400
69128,282070,400
69128,282201,1000
69128,282075,60
69128,281972,1000
69128,282309,400
69128,282080,300
69128,281969,1000
69129,282320,400
69129,282321,400
69129,282319,60
69129,282087,60
69129,282330,750
69129,282326,400
69129,281975,1000
69129,282092,600
69129,282088,400
69129,282210,1000
69129,281978,1000
69129,282207,1000
69130,282099,60
69130,282102,1000
69130,282338,400
69130,282213,1000
69130,282336,750
69130,282097,1000
69130,282095,400
69130,282094,400
69130,282337,60
69130,282098,300
69130,282216,1000
69130,282339,400
69130,282103,1000
69130,281981,1000
69130,281984,1000
69130,282100,400
69130,282096,1000
69130,282332,400
69131,282354,650
69131,282114,1000
69131,281990,1000
69131,282222,1000
69131,282106,400
69131,282112,400
69131,282349,60
69131,282219,1000
69131,281987,1000
69131,282107,400
69131,282108,1000
69131,282110,700
69131,282353,1000
69131,282344,400
69131,282105,60
69131,282109,1000
69131,282115,1000
69131,282345,400
69133,282372,700
69133,282132,1000
69133,281999,1000
69133,282002,1000
69133,282368,400
69133,282234,1000
69133,282367,60
69133,282231,1000
69133,282137,400
69133,282139,1000
69133,282138,1000
69133,282369,400
69133,282129,60
69133,282136,400
69133,282133,700
69134,282418,750
69134,282145,1000
69134,282008,1000
69134,282382,1000
69134,282005,1000
69134,282149,400
69134,282148,400
69134,282150,1000
69134,282143,400
69134,282385,60
69134,282147,60
69134,282389,1000
69134,282146,1000
69134,282240,1000
69134,282144,1000
69134,282237,1000
69134,282380,400
69134,282151,1000
69134,282152,1000
69134,282387,400
69135,282471,400
69135,282477,400
69135,282441,1000
69135,282476,400
69135,282537,1000
69135,282480,900
69135,282556,1000
69135,282560,400
69135,282562,1000
69135,282469,60
69135,282479,1000
69135,282540,1000
69135,282559,60
69136,282543,1000
69136,282546,1000
69136,282569,900
69136,282567,400
69136,282568,1000
69136,282574,1000
69136,282565,60
69136,282447,1000
69136,282444,1000
69136,282487,60
69136,282575,850
69141,282715,400
69141,282714,400
69141,282793,1000
69141,282833,60
69141,282713,60
69141,282721,400
69141,282796,1000
69141,282661,1000
69147,283212,800
69147,282960,1000
69147,283218,800
69147,282963,1000
69147,283025,400
69147,283208,400
69147,283119,1000
69147,283024,60
69147,283214,400
69147,283207,60
69147,283122,1000
69147,283020,400
69149,283237,60
69149,282975,1000
69149,283238,400
69149,283042,60
69149,283239,400
69149,282972,1000
69149,283236,450
69149,283233,400
69149,283134,1000
69150,283244,400
69150,283140,1000
69150,282981,1000
69150,282978,1000
69150,283243,60
69153,283273,60
69153,283088,500
69153,282993,1000
69153,283268,400
69153,283078,60
69153,283080,400
69153,283082,550
69153,283149,1000
69153,283272,250
69153,283269,400
69153,283081,1000
69153,283274,400
69153,283152,1000
69153,282990,1000
69153,283087,1000
69154,283305,1000
69154,283335,600
69154,283341,700
69154,283426,60
69154,283330,60
69154,283332,400
69154,283395,1000
69154,283392,1000
69154,283302,1000
69155,283344,400
69155,283440,400
69155,283401,1000
69155,283353,750
69155,283439,400
69155,283342,60
69155,283438,60
69155,283443,750
69155,283308,1000
69155,283347,700
69155,283311,1000
69155,283433,400
69155,283398,1000
69157,283369,1000
69157,283456,60
69157,283370,1000
69157,283376,900
69157,283373,400
69157,283375,1000
69157,283320,1000
69157,283413,1000
69157,283410,1000
69157,283372,60
69157,283323,1000
69159,283520,750
69159,283523,400
69159,283502,1000
69159,283621,400
69159,283568,1000
69159,283571,1000
69159,283615,400
69159,283619,750
69159,283620,60
69159,283526,750
69159,283625,1000
69159,283499,1000
69159,283521,60
69161,283626,60
69161,283574,1000
69161,283532,400
69161,283538,450
69161,283577,1000
69161,283508,1000
69161,283535,400
69161,283505,1000
69161,283533,60
69162,283547,400
69162,283583,1000
69162,283649,800
69162,283646,400
69162,283544,800
69162,283550,750
69162,283545,60
69162,283638,60
69162,283514,1000
69162,283643,900
69162,283645,400
69162,283511,1000
69163,283837,400
69163,283723,400
69163,283727,750
69163,283832,400
69163,283733,750
69163,283836,60
69163,283724,400
69163,283790,1000
69163,283835,700
69163,283682,1000
69163,283685,1000
69163,283793,1000
69163,283722,60
69165,283784,1000
69165,283676,1000
69165,283711,400
69165,283820,400
69165,283826,400
69165,283721,450
69165,283824,60
69165,283718,400
69165,283679,1000
69165,283715,450
69165,283787,1000
69165,283710,60
69166,283862,400
69166,283858,1000
69166,283861,400
69166,283860,60
69166,283697,1000
69166,283694,1000
69166,283805,1000
69166,283863,1000
69166,283865,600
69166,283857,1000
69166,283802,1000
69166,283752,60
69166,283864,1000
69167,283811,1000
69167,283703,1000
69167,283759,400
69167,283808,1000
69167,283760,400
69167,283766,400
69167,283866,60
69167,283763,200
69167,283758,60
69168,283771,400
69168,283770,60
69168,283878,60
69168,283775,750
69168,283777,400
69168,283817,1000
69168,283814,1000
69168,283709,1000
69168,283781,700
69170,284014,400
69170,284157,400
69170,284164,400
69170,283960,1000
69170,284113,1000
69170,284012,60
69170,284110,1000
69170,283963,1000
69170,284022,1000
69170,284156,60
69171,284119,1000
69171,284024,60
69171,284170,400
69171,284176,400
69171,284174,60
69171,284116,1000
69171,283969,1000
69171,283966,1000
69171,284031,400
69172,284045,1000
69172,284042,60
69172,284125,1000
69172,284039,1000
69172,284188,400
69172,284046,700
69172,284038,400
69172,284037,400
69172,284043,400
69172,284040,1000
69172,284186,60
69172,283975,1000
69172,283972,1000
69172,284182,400
69172,284122,1000
69173,283981,1000
69173,284051,1000
69173,284192,60
69173,284194,400
69173,284053,200
69173,283978,1000
69173,284052,1000
69173,284131,1000
69173,284048,60
69173,284055,400
69173,284056,400
69173,284057,1000
69173,284049,400
69173,284199,400
69173,284058,1000
69173,284128,1000
69173,284193,400
69175,284143,1000
69175,284221,450
69175,283990,1000
69175,284080,400
69175,284076,1000
69175,284072,60
69175,284081,1000
69175,284082,1000
69175,284140,1000
69175,284074,400
69175,284077,500
69175,284227,450
69175,284223,400
69175,284218,400
69175,283993,1000
69175,284073,400
69175,284222,60
69175,284075,1000
69176,283999,1000
69176,284092,400
69176,284091,400
69176,284146,1000
69176,284149,1000
69176,284234,60
69176,284093,1000
69176,284239,750
69176,283996,1000
69176,284236,400
69176,284235,400
69176,284088,1000
69176,284085,400
69176,284090,60
69176,284233,500
69176,284086,400
69176,284087,1000
69176,284094,1000
69179,284465,1000
69179,284462,60
69179,284404,1000
69179,284464,400
69179,284319,400
69179,284318,60
69179,284466,750
69179,284260,1000
69179,284263,1000
69179,284320,400
69179,284407,1000
69179,284459,1000
69179,284457,400
69179,284460,1000
69180,284413,1000
69180,284329,800
69180,284471,1000
69180,284266,1000
69180,284335,800
69180,284269,1000
69180,284478,1000
69180,284474,60
69180,284472,1000
69180,284470,400
69180,284476,400
69180,284479,600
69180,284473,600
69180,284331,400
69180,284477,1000
69180,284410,1000
69180,284325,400
69180,284324,60
69182,284349,400
69182,284422,1000
69182,284281,1000
69182,284502,1000
69182,284499,400
69182,284495,1000
69182,284278,1000
69182,284353,750
69182,284497,500
69182,284493,400
69182,284359,750
69182,284501,1000
69182,284355,400
69182,284492,60
69182,284496,1000
69182,284494,400
69182,284354,60
69182,284425,1000
69183,284431,1000
69183,284428,1000
69183,284365,900
69183,284504,60
69183,284505,400
69183,284362,400
69183,284284,1000
69183,284511,400
69183,284509,700
69183,284366,60
69183,284371,800
69183,284512,400
69183,284287,1000
69183,284361,400
69184,284290,1000
69184,284379,400
69184,284523,400
69184,285381,300
69184,284434,1000
69184,284518,400
69184,284522,60
69184,284293,1000
69184,284437,1000
69184,284378,60
69184,284380,400
69184,284383,1000
69184,284517,400
69184,284373,400
69184,284527,400
69185,284530,400
69185,284440,1000
69185,284539,700
69185,284384,60
69185,284389,700
69185,284395,750
69185,284299,1000
69185,284443,1000
69185,284536,400
69185,284534,60
69185,284391,400
69185,284296,1000
69185,284535,400
69185,284392,400
69207,285787,1000
69207,285790,1000
69207,285443,1000
69207,285529,700
69207,285954,400
69207,285446,1000
69207,285526,400
69207,285949,400
69207,285525,60
69207,285527,400
69207,285948,400
69207,285952,200
69207,285953,60
69207,285693,900
69208,285960,400
69208,285959,60
69208,285970,1000
69208,285546,1000
69208,285547,1000
69208,285541,1000
69208,285544,400
69208,285540,1000
69208,285966,400
69208,285449,1000
69208,285539,400
69208,285964,500
69208,285452,1000
69208,285796,1000
69208,285537,60
69208,285793,1000
69208,285545,400
69208,285542,600
69209,285558,1000
69209,285560,700
69209,285551,400
69209,285555,60
69209,285550,400
69209,285973,400
69209,285799,1000
69209,285802,1000
69209,285559,1000
69209,285455,1000
69209,285553,1000
69209,285979,400
69209,285552,1000
69209,285977,60
69209,285976,600
69209,285554,1100
69209,285458,1000
69210,285990,400
69210,285566,1100
69210,285805,1000
69210,285808,1000
69210,285461,1000
69210,285571,1000
69210,285564,1000
69210,285562,400
69210,285572,1000
69210,285563,400
69210,285565,1000
69210,285994,1000
69210,285986,1000
69210,285464,1000
69210,285570,1000
69210,285991,400
69210,285989,60
69210,285561,60
69211,286001,60
69211,286003,400
69211,285811,1000
69211,285577,1000
69211,285470,1000
69211,285578,1200
69211,285575,400
69211,285999,1000
69211,285997,400
69211,285582,1000
69211,285580,400
69211,285583,1000
69211,285576,1000
69211,285584,1200
69211,285467,1000
69211,285579,60
69211,286005,1000
69211,285814,1000
69212,286010,1000
69212,285473,1000
69212,285817,1000
69212,285594,1000
69212,286015,400
69212,285596,1200
69212,285476,1000
69212,285588,1000
69212,285592,400
69212,286007,60
69212,286008,400
69212,285820,1000
69212,285586,400
69212,285590,1000
69212,285589,1000
69212,285585,60
69212,286011,1000
69212,285595,1000
69213,285607,1000
69213,285599,400
69213,285606,1000
69213,285826,1000
69213,285479,1000
69213,285608,400
69213,285823,1000
69213,285600,1000
69213,285604,400
69213,286020,400
69213,285694,600
69213,285603,60
69213,286021,400
69213,286019,60
69213,286030,500
69213,285482,1000
69213,285601,1000
69213,285602,1000
69214,285488,1000
69214,285697,500
69214,286032,400
69214,286033,400
69214,285612,1000
69214,286031,60
69214,285620,1000
69214,286036,750
69214,286038,400
69214,285618,1000
69214,285485,1000
69214,285611,400
69214,285614,1000
69214,285610,400
69214,285829,1000
69214,285615,60
69214,285619,1000
69214,285613,1000
69214,285832,1000
69215,285621,60
69215,285622,400
69215,286053,1000
69215,285494,1000
69215,285625,1000
69215,286048,500
69215,286050,400
69215,285624,1000
69215,285628,400
69215,285491,1000
69215,285838,1000
69215,286045,400
69215,285835,1000
69215,285631,1000
69215,285630,1000
69215,286049,60
69215,285623,400
69215,285632,600
69216,285497,1000
69216,286055,60
69216,285642,1000
69216,285635,400
69216,286064,1000
69216,285636,1000
69216,285841,1000
69216,286058,1000
69216,285638,1200
69216,285641,400
69216,285500,1000
69216,285844,1000
69216,286057,400
69216,285644,1200
69216,285637,1000
69216,285633,60
69216,286056,400
69216,285643,1000
69217,285850,1000
69217,286073,60
69217,286074,400
69217,286070,1000
69217,285645,60
69217,285656,1000
69217,285506,1000
69217,285503,1000
69217,285648,1000
69217,285649,1000
69217,285698,500
69217,285847,1000
69217,285647,400
69217,285654,1000
69217,285655,1000
69217,285650,1000
69217,286068,400
69217,286072,1000
69217,285653,400
69219,285862,1000
69219,285679,1000
69219,285670,400
69219,285672,1000
69219,285859,1000
69219,286092,400
69219,285673,750
69219,286102,500
69219,286091,60
69219,285518,1000
69219,285678,1000
69219,286098,400
69219,285675,60
69219,285671,400
69219,285680,500
69219,285515,1000
69219,286100,1000
69220,285681,60
69220,286111,400
69220,285682,400
69220,286103,60
69220,285521,1000
69220,285691,1000
69220,286104,400
69220,285684,1000
69220,285689,400
69220,285690,1000
69220,285524,1000
69220,286105,400
69220,285688,400
69220,285692,500
69220,285868,1000
69220,285865,1000
69220,285685,1000
69322,286347,1000
69322,287764,1000
69322,287823,400
69322,287818,400
69322,286344,1000
69322,286448,1000
69322,286446,400
69322,286453,1000
69322,287767,1000
69322,287827,250
69322,286454,1000
69322,286444,60
69322,287817,400
69322,286455,750
69322,286447,1000
69322,287816,60
69322,286451,400
69322,286449,600
69323,286464,400
69323,286465,1000
69323,286462,60
69323,286459,1000
69323,286466,1000
69323,287770,1000
69323,286353,1000
69323,286458,400
69323,287829,400
69323,287834,60
69323,286350,1000
69323,287836,400
69323,286460,1000
69323,287830,400
69323,287773,1000
69323,286467,1500
69323,286461,1200
69324,286471,1000
69324,287776,1000
69324,286479,700
69324,286468,60
69324,286476,400
69324,286356,1000
69324,286473,400
69324,286472,1000
69324,287840,60
69324,286359,1000
69324,287841,400
69324,286475,400
69324,287779,1000
69324,286478,1000
69324,286477,1000
69325,287785,1000
69325,286482,400
69325,286626,1000
69325,286488,400
69325,286491,1000
69325,287857,1000
69325,287852,60
69325,287782,1000
69325,286484,1000
69325,287853,400
69325,286365,1000
69325,286627,600
69325,287861,1000
69325,288139,750
69325,286624,1000
69325,286490,1000
69325,286485,1000
69325,287863,1000
69325,286489,1000
69325,286362,1000
69325,287859,400
69325,286480,60
69325,287854,400
69325,286625,750
69325,286483,1000
69326,286496,1000
69326,286492,60
69326,286493,400
69326,286371,1000
69326,286501,1000
69326,287865,400
69326,287864,60
69326,286503,1000
69326,286497,1250
69326,286368,1000
69326,286502,1000
69326,287791,1000
69326,286495,1000
69326,287788,1000
69326,286494,400
69326,287871,400
69327,287881,750
69327,286509,1500
69327,287878,400
69327,286506,400
69327,287794,1000
69327,286377,1000
69327,286374,1000
69327,286504,60
69327,286508,1000
69327,286507,1000
69327,287877,400
69327,286514,1000
69327,286513,1000
69327,287797,1000
69327,287876,60
69327,287887,600
69327,286505,400
69327,286515,1500
69328,287890,400
69328,287896,400
69328,286519,1000
69328,286527,1200
69328,287803,1000
69328,286520,1000
69328,287800,1000
69328,286383,1000
69328,287894,60
69328,287889,400
69328,286523,400
69328,286380,1000
69328,286526,1000
69328,286525,1000
69328,286524,400
69328,286522,60
69328,286521,1000
69329,287935,1000
69329,286535,400
69329,287986,400
69329,286534,60
69329,286529,400
69329,286386,1000
69329,287989,850
69329,286389,1000
69329,286539,1200
69329,287983,500
69329,287932,1000
69329,286531,1000
69329,286538,1000
69329,286532,1000
69329,286533,1500
69329,287980,400
69329,287978,60
69329,286537,1000
69330,286549,1000
69330,288000,1000
69330,286540,60
69330,286544,1000
69330,286547,400
69330,287998,400
69330,288001,1000
69330,286541,400
69330,286392,1000
69330,286542,400
69330,287941,1000
69330,287990,60
69330,288141,300
69330,287938,1000
69330,286551,1000
69330,286395,1000
69330,287992,400
69330,287997,400
69331,286560,400
69331,286553,400
69331,288007,900
69331,286561,1000
69331,286401,1000
69331,286556,1000
69331,288008,60
69331,288012,1000
69331,287944,1000
69331,288010,400
69331,286398,1000
69331,287947,1000
69331,288009,400
69331,286562,1000
69331,286555,1000
69331,286557,1000
69331,286552,60
69331,286631,600
69331,286630,500
69331,286563,1000
69333,287956,1000
69333,288032,60
69333,288034,400
69333,286585,1000
69333,288028,400
69333,288033,400
69333,286577,400
69333,286410,1000
69333,286584,400
69333,286413,1000
69333,286576,60
69333,286587,1250
69333,288037,450
69333,287959,1000
69334,286591,1000
69334,286593,900
69334,286595,400
69334,286592,1000
69334,286590,400
69334,287965,1000
69334,286419,1000
69334,288040,400
69334,288044,60
69334,286599,750
69334,286598,1000
69334,286594,60
69334,286597,1000
69334,288039,400
69334,288046,400
69334,287962,1000
69334,286416,1000
69335,287968,1000
69335,286605,1000
69335,286611,1000
69335,288057,400
69335,286602,400
69335,286606,60
69335,288056,60
69335,287971,1000
69335,288051,400
69335,286425,1000
69335,286601,400
69335,286422,1000
69336,286431,1000
69336,286615,1000
69336,288062,60
69336,286613,400
69336,287977,1000
69336,286616,1000
69336,286633,500
69336,286632,500
69336,287974,1000
69336,286619,400
69336,288070,400
69336,288073,700
69336,288067,400
69336,288069,400
69336,286428,1000
69336,286618,60
69469,287246,500
69469,286851,400
69469,286723,1000
69469,288147,1000
69469,287247,500
69469,286854,1000
69469,286848,1000
69469,286720,1000
69469,286850,60
69469,288274,60
69472,286891,600
69472,286888,400
69472,286741,1000
69472,286738,1000
69472,286886,60
69472,286881,400
69472,286885,500
69472,288312,400
69472,288162,1000
69472,288165,1000
69472,288310,60
69473,286898,60
69473,286895,1000
69473,286901,1000
69473,288323,400
69473,286744,1000
69473,288316,60
69473,287249,500
69473,286902,1000
69473,286894,400
69473,288324,400
69473,288171,1000
69473,288321,750
69473,286897,1000
69473,287248,750
69473,286896,1000
69473,288168,1000
69473,286899,400
69473,286747,1000
69473,288327,850
69473,286903,1000
69474,288177,1000
69474,288174,1000
69474,288332,1000
69474,286912,400
69474,286750,1000
69474,286907,1000
69474,286911,400
69474,286913,1000
69474,288336,400
69474,288339,1000
69474,286910,60
69474,286753,1000
69474,286908,1000
69474,286914,1000
69474,286915,1250
69474,288329,400
69474,286909,1250
69474,288328,60
69475,286927,1500
69475,288349,1000
69475,286756,1000
69475,286916,60
69475,286920,1000
69475,286925,1000
69475,288180,1000
69475,286921,1500
69475,286919,1000
69475,288183,1000
69475,286926,1000
69475,288351,750
69475,286759,1000
69475,288347,400
69475,288340,60
69475,288342,400
69475,286917,400
69475,286924,400
69476,286934,60
69476,286939,1000
69476,286931,1000
69476,288354,400
69476,286929,400
69476,286762,1000
69476,288358,60
69476,288186,1000
69476,286935,400
69476,288357,750
69476,286933,1000
69476,288359,400
69476,286765,1000
69476,288363,600
69476,286932,1000
69476,286937,1000
69476,288189,1000
69476,286938,1000
69478,288384,400
69478,286954,400
69478,288376,60
69478,288381,200
69478,288378,400
69478,286960,400
69478,288383,400
69478,288201,1000
69478,286957,500
69478,286952,60
69478,286963,500
69478,286774,1000
69478,286777,1000
69478,288198,1000
69479,288390,400
69479,288399,1000
69479,288207,1000
69479,288204,1000
69479,288395,400
69479,286967,1000
69479,286780,1000
69479,288393,750
69479,286972,400
69479,286968,1000
69479,286964,60
69479,286974,1000
69479,286783,1000
69479,288394,60
69480,288411,700
69480,286981,1200
69480,288407,400
69480,288405,700
69480,288210,1000
69480,286789,1000
69480,286976,60
69480,286983,400
69480,286987,1200
69480,286977,400
69480,288213,1000
69480,286786,1000
69480,288408,400
69480,288406,60
69481,288216,1000
69481,286994,60
69481,286792,1000
69481,286998,1000
69481,286989,400
69481,286990,400
69481,288419,400
69481,288219,1000
69481,288423,300
69481,288412,60
69481,286795,1000
69481,286991,1000
69481,288414,400
69481,286999,900
69481,286993,1000
69481,286997,1000
69481,288420,400
69481,286992,1000
69482,286798,1000
69482,286801,1000
69482,288432,400
69482,287007,400
69482,287005,1000
69482,288429,750
69482,288225,1000
69482,287000,60
69482,287008,400
69482,287004,1000
69482,288424,60
69482,288425,400
69482,288435,500
69482,287010,1000
69482,287011,1000
69482,287009,1000
69482,287003,1000
69482,288222,1000
69483,287019,400
69483,288436,60
69483,286807,1000
69483,288441,350
69483,287022,1000
69483,287012,60
69483,288444,400
69483,287015,1000
69483,288438,400
69483,286804,1000
69483,288228,1000
69483,287013,400
69483,288231,1000
69483,288443,400
69483,287023,1500
69483,287017,1200
69483,287016,1000
69483,287021,1000
69484,288456,400
69484,288449,400
69484,288237,1000
69484,287031,400
69484,287030,60
69484,287034,1000
69484,287027,1000
69484,288450,400
69484,287025,400
69484,288453,400
69484,288448,60
69484,288234,1000
69484,287028,1000
69484,287035,1200
69484,287029,1500
69484,286813,1000
69484,287033,1000
69484,286810,1000
69485,288460,60
